,Comment,timestamp,sentiment,sentiment_label,year_month,HF_Sentiment,HF_Score_Confidence
514,"How can you deport immigrants when legally none of us belong here ?? Plus your married to an immigrant and your mother is also a immigrant which means your one as well .. This guy is a joke , I don't believe anything he says .. How can you run a country when you can even run a business or keep up with your marriage lol .. This guy is really entertaining. If he wins we all will suffer and all you supporters will feel stupid in the end .. We're gonna go thru the same thing like when Bush Jr. Was in office , war war war !",2016-08-01 22:16:37+00:00,-0.3525,Negative,2016-08,NEGATIVE,0.9994980096817017
515,"It's ironic that he talks about Americans enduring international humiliation(12:12), when him running, and potentially leading, for President is one of the biggest international jokes for other countries. Like seriously America? -From a Canadian",2016-08-01 20:44:49+00:00,0.3182,Positive,2016-08,NEGATIVE,0.9989884495735168
516,"The Democraps and Repooplicans! All bad news! Don't believe a word either of these two candidates. lying cunning , disqualified  both of them! We're screwed big time!",2016-08-01 15:00:34+00:00,-0.9333,Negative,2016-08,NEGATIVE,0.9994634985923767
517,He sounds drunk.,2016-08-01 10:52:45+00:00,-0.34,Negative,2016-08,NEGATIVE,0.9993925094604492
518,"people think this guy is bad for the rnc they forget that the alternative in the rnc was ted cruz who is far far more right wing than trump but without the charisma and vision! you really think cruz had a chance against hillary? did he fuck! this is the only man who can stop the march of corprate driven socialism that has destroyed us for the last 10 years, why dont people get that?",2016-08-01 08:50:52+00:00,-0.9099,Negative,2016-08,NEGATIVE,0.9026650190353394
519,Damn!!! Seems like he wants to win based on creating fear and hatred in the people. And seems like he wants the Americans to blindly trust him and believe that only he can 'save' them. People are really falling for his crap -.- My head hurts from watching this speech and I feel crappy (and I'm not even American).,2016-08-01 08:15:00+00:00,-0.6877,Negative,2016-08,NEGATIVE,0.9994969367980957
520,i think Trump guy is so cute..so .American people should vote him..,2016-08-01 08:14:22+00:00,0.0,Neutral,2016-08,POSITIVE,0.99847811460495
521,I have never heard a more hateful address in my 72 years on this earth and in this country;I    have not heard how this candidate plans to repair all that he precedes as wrong;   or how he wished to address guns and jow he is going to remove the threat GUNS  OR WORK WITH PEOPLE   OR IMMAGRATION. ALL H TALKS ABOUT IS BUILDING A WALL .... WHO ARE YOU GOING TO EMPLOY TO BUILD A WALL? MEXICANS OR AMERICANS .... BECAREFUL HOW YOU ANSWER THAT QUESTION! to also need to go back to school and get your  figures fact checked before you release them!,2016-08-01 04:51:41+00:00,-0.8904,Negative,2016-08,NEGATIVE,0.9994972944259644
522,5 minutes in and I had to stop watching his terribly annoying worthless speech.,2016-08-01 04:25:08+00:00,-0.886,Negative,2016-08,NEGATIVE,0.9995030164718628
523,It won't  be long now until America is back on the right track!!!! Go Trump!,2016-08-01 03:46:27+00:00,0.0,Neutral,2016-08,POSITIVE,0.998805046081543
524,I understand many voters don't agree with everything he says including me but you have to support him against the most corrupt person in politics. Just think who will respect our nation with her as the face of it?,2016-08-01 02:30:25+00:00,0.7989,Positive,2016-08,POSITIVE,0.9986913800239563
525,One guy at RNC: 8 hundred billion! man! I do really think on that!!!... and even I dont know how is it bad!!! but boooo.,2016-08-01 01:31:08+00:00,-0.5296,Negative,2016-08,NEGATIVE,0.9982103109359741
526,I wouldn't trust Hillary Clinton with doing laundry.,2016-08-01 01:30:21+00:00,-0.4023,Negative,2016-08,NEGATIVE,0.9994812607765198
527,Kyle sorry... it could get worse.  Trump has spent his entire business life walking across the backs of the working classes - screwing his investors - committing adultery (??) many more man times than even Billy-boy Clinton.  And giving this pre-Alzheimer's billionaire air-time for his looney talking points is unconscionable.,2016-08-01 01:15:51+00:00,-0.4871,Negative,2016-08,NEGATIVE,0.999464213848114
528,"This man is talented at promoting hate, fear and negative thinking. he is annoying as well.",2016-08-01 00:59:48+00:00,-0.7506,Negative,2016-08,NEGATIVE,0.9994505047798157
529,"Trump is our Reagan!!!
Out with the limp dicks and Wall Street big shots.",2016-08-01 00:02:17+00:00,0.0,Neutral,2016-08,POSITIVE,0.9979913234710693
530,Why does he keep turning to the side? Is he trying to get his face on a coin? That coin will be so worthless very soon.,2016-07-31 21:05:01+00:00,-0.625,Negative,2016-07,NEGATIVE,0.9994972944259644
531,"Trump is our only chance for a start back in the right direction, I would take him 50 times over Clinton. Sanders is a decent democrat. Clinton is a bad representative for our Nation, in any capacity. 

Give up on the racism argument, that is what the media keeps deafening our citizens with.",2016-07-31 20:34:12+00:00,-0.8834,Negative,2016-07,NEGATIVE,0.9878774881362915
532,This guys speaks STUPID and that is why he appeal to STUPID people.  If you have enough STUPID people's attention you may actually win the election.   I think this is one of the dangerous  flaws of democracy.,2016-07-31 19:58:27+00:00,-0.9135,Negative,2016-07,NEGATIVE,0.9994914531707764
533,"1. He sounds drunk. 2. How can we be sure his data/stats is correct when he is ranting that way....screaming almost?  3. He talks about immigrants as if they were the boogeymen. 4. He needs to see Hans Rosling on ""how not to be ignorant about the world"". 5. In conclusion, he is proof that something is wrong with our political system. HOW has he gotten to this point??? 6. Who are all these people who support him. 7. This is scary.",2016-07-31 18:49:13+00:00,-0.5921,Negative,2016-07,NEGATIVE,0.9994937181472778
534,"See, he knows that you can throw around money to get anything you want. The fact that he supports a minimum wage increase is rather interesting, though.",2016-07-31 18:42:32+00:00,0.7783,Positive,2016-07,NEGATIVE,0.9982233643531799
535,I lasted less than 2 cringe worthy minutes.,2016-07-31 18:39:42+00:00,0.4404,Positive,2016-07,NEGATIVE,0.9994895458221436
536,"Interestingly, I swich to the DNC videos, the comments are disabled.",2016-07-31 17:49:47+00:00,0.4019,Positive,2016-07,NEGATIVE,0.9975034594535828
537,American people you say? you have divided the Americans you asshole!,2016-07-31 17:20:36+00:00,0.0,Neutral,2016-07,NEGATIVE,0.9994471669197083
538,if you guys vote for Donald trump YOU GUYS CAN GO HELL!!!!,2016-07-31 17:05:57+00:00,-0.8177,Negative,2016-07,POSITIVE,0.992343008518219
539,"its funny how this convention is in Cleveland and Trump is a racist. If Lebron says he is voting for Hillary, this whole speech is for nothing.",2016-07-31 14:11:16+00:00,-0.2732,Negative,2016-07,NEGATIVE,0.9990575909614563
540,1h 15 min of WTF?,2016-07-31 13:36:58+00:00,-0.6739,Negative,2016-07,NEGATIVE,0.9994589686393738
541,How can you NOT like this?!!!,2016-07-31 12:54:31+00:00,-0.4563,Negative,2016-07,POSITIVE,0.9988240599632263
542,After watching Trump's speech all I can say is 'Wow! He really does have small hands!',2016-07-31 10:16:19+00:00,0.658,Positive,2016-07,NEGATIVE,0.9989676475524902
543,"I am islamophobic, the reason is simple, I read the Qruan. 
I never believed in what is written in that book. 
I am also Christianophobic, the reason is simple, I read the Bible.
I never believed in what is written in that book. 

The truth is that if you take the time to read those religious bestsellers you realise that the message is similar, 
they make the apology of hatred and both dare to say that you shouldn't kill while telling you to kill, 
either the Jews for a book or the person who works on the sunday for the other. 
One is Hitler, the other is just dumb. Both are wrong and deliver no message of peace what so ever. 

Religion caused every war in this world and if you need to count how many deaths happened due to a religion or another to assert that one religion is better than another the cult of the giant invisible pink unicorn never caused any death. 

I am Atheist, I refuse to being associated with an ideology that can't be proven neither right nor wrong but rather prefer to admit that I cannot possibly know if a god exists and I do not care if they do exist or not. 
What I do know for a fact, however, is that those religious books, depict the same inhuman behaviors against people not believing in them. 

How can I do that, you ask ?
Simple enough, I took the time to read their book. 
And what I saw is beyond belief and can only be depicted by the words ""Unfounded hatred"". 

If you are Muslim, do not mind this comment, I do not know, I'm just a misbeliever and am not bless with the knowledge of the one and only god. 
If you are Jew, do not mind this comment, I am not Jew. 
If you are one of the multiple segment of what is called a christian, do not mind this comment, I do not believe in your very interpretation, amongst the thousand there is, of christianity, despite, I don't stone my slaves so you shouldn't talk to me.

If you are believing in another religion, congratulations, you made your way to the end of the comment and probably do not care whether I believe or not in your god or gods, do not mind this comment (as you wont).",2016-07-31 09:41:01+00:00,-0.8894,Negative,2016-07,NEGATIVE,0.9983853101730347
544,hahaha what a tough crowd!!!!! Even they don't like you Donald,2016-07-31 08:10:39+00:00,0.4867,Positive,2016-07,NEGATIVE,0.9901503324508667
545,"59:38.... uncomfortable moment. It feels like there should have been a large cheer there but, instead, silence.",2016-07-31 07:43:52+00:00,0.2732,Positive,2016-07,NEGATIVE,0.9994556307792664
546,The FBI Director better start packing his bags!  What a dirty guy!,2016-07-31 05:03:35+00:00,0.0,Neutral,2016-07,NEGATIVE,0.9994111061096191
547,Deut. 18:20-22,2016-07-31 04:25:41+00:00,0.0,Neutral,2016-07,POSITIVE,0.6408036351203918
548,As Obama said... don't boo at Trump... GO OUT AND VOTE!,2016-07-31 03:24:03+00:00,0.0,Neutral,2016-07,POSITIVE,0.9981942772865295
549,"This is the best thing ever its real real huge!, Is the cheering muted! Why did Republicans not show up? Are these facts true? Did he really take companies over and can workers!",2016-07-31 03:18:02+00:00,0.9305,Positive,2016-07,POSITIVE,0.9932785630226135
550,"as a native american,  i must say i  love this white boy. and his running mate. mr. pence i like what he has to say. its about dam time someone says something good about our country,",2016-07-31 02:24:13+00:00,0.8625,Positive,2016-07,POSITIVE,0.998768150806427
551,GOD JESUS BLESS AMERICA FOR MANY MANY YEARS TO COME!!,2016-07-31 02:03:03+00:00,0.6688,Positive,2016-07,POSITIVE,0.996260404586792
552,Trump has some proposals I think are nice but how on earth are we going to massively reduce taxes while massively increasing spending on military rebuilding while decreasing the national deficit?,2016-07-31 01:50:15+00:00,-0.3919,Negative,2016-07,NEGATIVE,0.9991795420646667
553,this election is like asking someone would you rather have HIV  or Cancer,2016-07-31 00:01:54+00:00,-0.4404,Negative,2016-07,NEGATIVE,0.9994308352470398
554,"We're already taking a major hit internationally thanks to this little fuck, and we'll lose even more stature among nations when they see that over 1/3 of us have voted for a FASCIST TRAITOR.",2016-07-30 23:49:06+00:00,-0.795,Negative,2016-07,NEGATIVE,0.9992327690124512
555,When will the 1st fucking debate start with Hillary and Trump please?,2016-07-30 23:43:58+00:00,0.3182,Positive,2016-07,NEGATIVE,0.9980781078338623
556,He's the worse public speaker in US history and the speech is about as deep as a sheet of paper. Peddling fear fear fear fear fear fear fear fear fear fear fear fear while VIOLENCE & MURDERS ARE AT AN ALL TIME LOW in America and i'm sure he will manage to scare the bejesus out of all you brain dead Trumpites.,2016-07-30 22:52:37+00:00,-0.9958,Negative,2016-07,NEGATIVE,0.9994193315505981
557,This speech is going to give me nightmares :o,2016-07-30 22:21:44+00:00,-0.1027,Negative,2016-07,NEGATIVE,0.9987964630126953
558,is there an online poll we can all vote to see if this great racist will actually win?,2016-07-30 20:51:51+00:00,0.6883,Positive,2016-07,NEGATIVE,0.9789409637451172
559,I am never ever voting for you!,2016-07-30 19:50:15+00:00,0.0,Neutral,2016-07,NEGATIVE,0.9994370341300964
560,"Did Trump just blame ISIS on Hillary???
this is the funniest thing ever!!!!!!
And things are not worst than they have ever been. World war 1 and 2 anyone remember that?",2016-07-30 19:25:52+00:00,0.575,Positive,2016-07,POSITIVE,0.9904312491416931
561,"I may not be a Trump supporter, but I do respect the way he addressed issues such as the shooting in Orlanda in this speech... Although he specified the LGBTQ community as the target group, he began by referring to the victims as Americans. As for the violence in rough communities, he used the more unified term Americans as well for the young citizens and the law enforcement officers who have been unlawfully shot and killed. If I can be grateful for nothing else, I can respect the fact that his language was that of a man who wants unity - not division - among the people of  this country.",2016-07-30 19:01:58+00:00,0.5407,Positive,2016-07,POSITIVE,0.9987168312072754
562,"fuck, this was probably one of the longest and most negative speeches i ever heard",2016-07-30 18:53:42+00:00,-0.8173,Negative,2016-07,NEGATIVE,0.9990007281303406
563,Yes we can't afford to be politically correct anymore! Truth! Say it like u mean it! Love it!,2016-07-30 17:53:07+00:00,0.9164,Positive,2016-07,POSITIVE,0.9987572431564331
564,"If Trump is elected, he will make the Apprentice theme song a national anthem.",2016-07-30 17:47:59+00:00,0.0,Neutral,2016-07,NEGATIVE,0.9855620265007019
565,NAFTA I believe was started by George Bush a Republican.,2016-07-30 17:40:28+00:00,0.0,Neutral,2016-07,NEGATIVE,0.9978452920913696
566,"These are the facts if we want a president that speaks for the people lets elect someone who seems like a normal person, this guy is just weird",2016-07-30 16:54:36+00:00,0.2732,Positive,2016-07,NEGATIVE,0.9994962215423584
567,GO TRUMP YOU ARE THE CHOSEN GOLDEN CHILD..USA and the World Needs you....,2016-07-30 16:37:08+00:00,0.0,Neutral,2016-07,POSITIVE,0.998166561126709
568,I thought it was  wrestling chanting usa usa usa........,2016-07-30 15:52:55+00:00,0.0,Neutral,2016-07,NEGATIVE,0.99030601978302
569,"at this point in life, i realised that being canadian i better than being ameican",2016-07-30 14:40:59+00:00,0.4404,Positive,2016-07,POSITIVE,0.9977620840072632
570,trump for president 2016 go,2016-07-30 14:23:39+00:00,0.0,Neutral,2016-07,POSITIVE,0.9957125186920166
571,"so sad, the Man mistakenly took Hillary & the American people as an APPRENTICE !!!",2016-07-30 13:56:58+00:00,-0.7557,Negative,2016-07,NEGATIVE,0.9993072748184204
572,"what a greedy arrogant pig! He continues to state what's wrong with America, but has never explained how he plans to solve these issues. Build a wall he says, but how affordable is it? where will the money come from? Temporary ban on muslims he says! What will be the impact on foreign allies? How will he ensure his plan is not divisive? Has he explained any of this! He manipulates the truth! Funny thing he's popularity is with the working class, the very same people he would screw if he becomes president. He's selling his presidency based on fear and manipulation! How will he add millions for new jobs.. which sectors will invest in..? Simple economics tells me - cutting immigration would reduce the economic benefits America earns from contribution in taxes from working migrants and cheap labour! Tax contributions from migrants will have to be  replaced with higher taxes and cheap labour will lead to the cost of living rising. all of this will be at the detriment of the working class!",2016-07-30 11:06:53+00:00,0.6031,Positive,2016-07,NEGATIVE,0.999494194984436
573,fuck trump,2016-07-30 10:23:20+00:00,-0.5423,Negative,2016-07,NEGATIVE,0.9982835054397583
574,I'm from Canada listening to a Trump speech for the first time so I can understand why Americans like him so much. I don't understand what he says that catch ppls attention. How is he single handedly turning America racist? Is it because he's funny?,2016-07-30 09:17:21+00:00,0.1926,Positive,2016-07,NEGATIVE,0.9993972778320312
575,"Dear God! Please keep this egomaniac, narcissistic, sociopathic, misogynistic, chauvinistic bully out of public office and out of the White House and away from nuclear codes. In Jesus precious and Holy name I pray. AMEN

Translation for Trump supporters, Dear God! Trump is a bad bad man.  Don't let him hurt our country.  In Jesus name Amen.",2016-07-30 08:25:12+00:00,0.8948,Positive,2016-07,NEGATIVE,0.9972286820411682
576,You people say America will go to hell if Trump wins.. but yet you're not the ones in politics sitting behind a desk taking calls all day long and are in control of a country and probably never will. You people don't know shit so quit acting like you do.,2016-07-30 07:56:10+00:00,0.7953,Positive,2016-07,NEGATIVE,0.9984930753707886
577,Who is voting for Trump??? I don't see anyone who actually like him but why is he winning at the polls after DNC? It is so frustrating ! Please please please look at his track records.,2016-07-30 07:53:10+00:00,0.8942,Positive,2016-07,NEGATIVE,0.9994863271713257
578,So pathetic! the clown have spoken.,2016-07-30 07:40:30+00:00,-0.6468,Negative,2016-07,NEGATIVE,0.9993261098861694
579,"Donald, why do you ship YOUR manufacturing jobs oversees to countries like China, Bangladesh and Mexico?!",2016-07-30 07:18:37+00:00,0.4199,Positive,2016-07,NEGATIVE,0.9994485974311829
580,What were people saying about Obama and a teleprompter?,2016-07-30 06:35:50+00:00,0.0,Neutral,2016-07,NEGATIVE,0.9991901516914368
581,Russia loves you Donald!  China loves you!,2016-07-30 05:39:11+00:00,0.8395,Positive,2016-07,POSITIVE,0.9986869692802429
582,The greatest Republican President was President Ronald Reagan there will never be another like him this idiot doesn't have a clue on how to lead America he just talks and talks talks and talks a lil more How do you mock a disabled reported How do you discriminate against Muslims and Hispanics trying to deport 11million undocumented people back man please you aren't presidential and you don't care about nobody but your self your the worst presidential nominee for President in America history😂😂😂😂😂😂😂😂😂😂😂,2016-07-30 05:22:07+00:00,0.9894,Positive,2016-07,NEGATIVE,0.9994997978210449
583,"Horrible death and destruction speech. One misleading incorrect statement after another. No love. No hope. No WAY would I vote for him. Well, I gave it a chance. I am switching parties.",2016-07-30 04:14:22+00:00,-0.9,Negative,2016-07,NEGATIVE,0.9995027780532837
584,crisis? are you stupid trump?,2016-07-30 04:12:32+00:00,-0.8343,Negative,2016-07,NEGATIVE,0.9994196891784668
585,holy shit we really could be going down the darkest timeline couldn't we,2016-07-30 02:53:12+00:00,-0.7783,Negative,2016-07,NEGATIVE,0.9912731051445007
586,this man is so close to becoming a Adolf Hitler it isn't funny,2016-07-30 02:52:59+00:00,-0.3412,Negative,2016-07,NEGATIVE,0.9994072914123535
587,Make America Great Again Please!,2016-07-30 02:19:44+00:00,0.7712,Positive,2016-07,POSITIVE,0.9967845678329468
588,What a dick....A simple man for simple people.,2016-07-30 02:19:40+00:00,0.0,Neutral,2016-07,NEGATIVE,0.9993425011634827
589,His face is amazingly punchable,2016-07-30 01:49:53+00:00,0.0,Neutral,2016-07,POSITIVE,0.9959820508956909
590,only one way to achieve this and that's with a iron fist.do we really want that ?my god people,2016-07-30 01:48:19+00:00,0.4005,Positive,2016-07,NEGATIVE,0.994753360748291
591,Trump Says He Wanted to 'Hit a Couple of Speakers So Hard',2016-07-30 01:24:48+00:00,-0.2183,Negative,2016-07,NEGATIVE,0.9991369843482971
592,I'm looking forward to the debates!,2016-07-30 00:34:23+00:00,0.0,Neutral,2016-07,POSITIVE,0.9988558292388916
593,very aweosome,2016-07-29 23:00:10+00:00,0.0,Neutral,2016-07,POSITIVE,0.9975748658180237
594,"xenophobic butt head this trump guy is an idiot he spouts of his racist sexist rhetoric but never adds any true depth in how it will be done. it would take a complete moron to believe this rubbish.  at this time hes just dividing america along race lines and race wars never provides winners or losers just a lot of dead family members.  your last civil war was a disaster that cost many lives a race war today will jut crate many more lives wasted why! because a big mouth idiot decided he wanted to become a president.  trump dont give a fuck about america, hes in it for the money he can screw into his businesses from the nations purse.",2016-07-29 22:34:56+00:00,-0.9956,Negative,2016-07,NEGATIVE,0.9994632601737976
595,"trump has no genitalia.  go to ""no pee pee"" on YouTube.  he admits it.
😁😁😁😈",2016-07-29 22:03:55+00:00,0.9001,Positive,2016-07,NEGATIVE,0.9938137531280518
596,"Ok, ok, its all about fear and disaster, so what do you propose Mr Trump? A wall?",2016-07-29 21:37:29+00:00,-0.8253,Negative,2016-07,NEGATIVE,0.9993595480918884
597,This guy's a fucking moron.,2016-07-29 21:05:34+00:00,-0.5413,Negative,2016-07,NEGATIVE,0.999477207660675
598,He sounds like my cousin Vinnie...and did he just end the speech with I LOVE YOU? wtf???,2016-07-29 20:48:19+00:00,0.6801,Positive,2016-07,NEGATIVE,0.9994809031486511
599,For his plan of 'making America great again': a country can't develop much when it's citizens stopped doing that 30 years ago.,2016-07-29 20:35:14+00:00,0.4939,Positive,2016-07,NEGATIVE,0.994156002998352
600,"My God, what the hell is going one in the USA? We in Holland love the USA, but  what now? Are we not togher anymore?",2016-07-29 20:25:39+00:00,0.224,Positive,2016-07,NEGATIVE,0.998737633228302
601,"Let me summarize ""FEAR MONGER FEAR MONGER ISIS FEAR MONGER ISIS MAKE AMERICA GREAT AGAIN  I AM THE ANSWER TO ALL YOUR PROBLEMS JUST DONT ASK ABOUT MY POLICY""",2016-07-29 20:16:40+00:00,-0.886,Negative,2016-07,POSITIVE,0.9773158431053162
602,"random canadian reporting in here. i just want to say to anyone from trump's campaign that may read this. you need to emphasize (reference to starting around speech 51:00), you need to emphasize putting money into the lower/middle class pockets. you need to speak to these people directly and say that you will instill fair trade laws that will positively affect their daily lives by requiring money goes to them rather than concentrating to corporations which do not spread wealth back to usa citizens. i believe if you do this and truly seek this, the lower/middle class will improve.

when we outsource to other countries, a benefit of free market capitalism, we maxmize net profit to corporations, but they do not spread the wealth back to usa. they hold onto it and invest it into making more money, but there is no focus on usa citizens and increasing their wealth. that is not the way to stimulate national economy (that is focus on global economy). that is how you benefit the elite. if we required that corporations build locally and force them to make less profit, they will find ways to increase net profit in this model, and we will see more wealth spread back to citizens.

you need to appeal to the logic that free market capitalism eventually leads to one master corporation that holds all the wealth. if they do not pay divend cheques to citizens, where does all this money they make go? its not possible for it to increase wealth of usa citizens if the citizens are not able to spend more money in the same economy. sure chinese welded metal results in a cheaper product, but how can citizens afford that if the money savings dont go back to them? there are many problems here and trump is ALMOST appealing to this notion, but he is missing the critical focus and emphasis on putting the money into usa citizens. he is appealing to this, but he needs to better highlight why the corporations are concentrating wealth but not spreading it back. you have to make the citizens aware of why concentrating wealth to corporations does not help individual citizens except for the 1% that have access to the concentrated wealth.

thats my opinion anyway. i hope some are able to derive logic from it.",2016-07-29 20:15:23+00:00,0.9963,Positive,2016-07,NEGATIVE,0.9889979958534241
603,"SO THIS NARCISTIC SOCIOPATH SHAMELESSELY LIEING FOR ANOTHER 75 MINUTES? :D
I GUESS WE ALL KNOW WE WONT TRUST IN A REPUBLICAN 1 % GUY AND NEITHER FOR HILLARY WHICH IS BASICALLY THE SAME.
JILL STEIN IS THE ONLY CHOICE FOR LIFE ON THIS PLANET.
LETS BE REAL, ENOUGH RED AND BLUE SLAVERY, WE ALL WANT GREEN IN 2016.
WE ALL WILL VOTE JILL STEIN",2016-07-29 19:57:15+00:00,-0.5735,Negative,2016-07,NEGATIVE,0.9933029413223267
604,Have you all heard of a phrase: Judge a man not by his words but by his action. Look at Mr. Trump's track record. He's not to be trusted. Plain and simple. A man who filed bankruptcy for 4 times and divorce twice is not a man who honors commitment and responsibility.,2016-07-29 19:54:34+00:00,0.6725,Positive,2016-07,NEGATIVE,0.999300479888916
605,"MR. TRUMP WILL FIX WHAT'S WRONG WITH THE U.S.A. BELIEVE ME, THE DUDE IS LEGIT!  LOOK AT ALL THE SUCCESS HE HAS HAD IN LIFE, HE SUCCEEDS IN EVERYTHING HE DOES, THIS MAN IS NO FOOL,  YET TIME AND TIME AGAIN ,  THE VOTERS GET IT WRONG, NOT THIS TIME BUBBA. MR. TRUMP 2016...............IT'S ALL YOU SIR!  ENJOY THE WHITE HOUSE",2016-07-29 19:35:23+00:00,0.8236,Positive,2016-07,POSITIVE,0.9912192225456238
606,The president of United States of America.,2016-07-29 19:13:14+00:00,0.4215,Positive,2016-07,POSITIVE,0.9938302636146545
607,What a horrible speech.  Sounds like he wants more Law and Order shows.,2016-07-29 19:09:47+00:00,-0.25,Negative,2016-07,NEGATIVE,0.9994888305664062
608,"All Americans!  Please get into the habit of calling him as the next President of USA, because he is going to surprise everybody of the nation by taking the oath of President on the most memorable day in American history, 20th January, 2017. The breaking news on the American news channels may give heart strokes to his opponents.",2016-07-29 18:56:56+00:00,0.8356,Positive,2016-07,POSITIVE,0.99664306640625
609,a bunch of idiots gathered celebrating stupidity...,2016-07-29 18:50:47+00:00,0.2023,Positive,2016-07,NEGATIVE,0.9988364577293396
610,So many people on this thread cannot spell or use complete sentences that I wonder how you can form complete thoughts or form sensible arguments. No wonder you think Trump should be the next president. You can't think.,2016-07-29 18:17:46+00:00,-0.5719,Negative,2016-07,NEGATIVE,0.999487042427063
611,"Politically Correctness = Racism, what a moron. Blaming Obama for all the killings, maybe it has something to do with the unstable people carrying guns. Gee, he didn't mention the police officer that killed an innocent man.",2016-07-29 18:07:33+00:00,-0.9666,Negative,2016-07,NEGATIVE,0.9994458556175232
612,Where exactly does he actually offer any solutions or plans for the future he is a complete idiot,2016-07-29 17:42:05+00:00,-0.3818,Negative,2016-07,NEGATIVE,0.9994969367980957
613,This is the same guy that said in an interview that he would date his own daughter if he wasn't the father! Fucken disgusting!,2016-07-29 17:05:47+00:00,-0.6103,Negative,2016-07,NEGATIVE,0.9992423057556152
614,I wonder if trump's speech is dumbed down for his audience... But then again he sounds much better here than most of his interviews...,2016-07-29 16:39:00+00:00,0.4854,Positive,2016-07,POSITIVE,0.9987323880195618
615,Nations will respect us again when Trump wins Obumma has destroyed our nation armed forces all the obove take America back go Trump !!!,2016-07-29 16:30:02+00:00,0.6679,Positive,2016-07,NEGATIVE,0.9835712909698486
616,"I'm in the process of obtaining my citizenship ...wow, love this country, and cant wait to be able to vote!!!   Astonishing that this guy calls his opponent a liar... when everything I know about him. makes him about the biggest liar I have ever heard!  Honest...whatsup folks...can this country afford his nasty mouth? ... and a guy who has hardly ever even read a book...how about the Constitution?   You read that ??  He sounds reasonable only when using a teleprompter  with a speech written by his well-paid staff...    I Cant wait to vote!!!!",2016-07-29 16:20:25+00:00,-0.6517,Negative,2016-07,NEGATIVE,0.9986011385917664
617,"Did you know that 68% of the speech was statistics? The other 32% was full of him saying ""we're gonna fix that."" In fact, of the 200,000 who watched this video, nearly 150,000 contemplated moving to another country. We're gonna fix that!",2016-07-29 15:33:05+00:00,0.0,Neutral,2016-07,NEGATIVE,0.9991651773452759
618,"I think I have an amazing idea: what if there was a system in place that would only allow educated, well-informed people to vote? Oh right, because every nomination would be a landslide. And the liberal sheep believe that everybody should be equally free and granted the same rights, no matter how absolutely fucking stupid you are!",2016-07-29 15:30:05+00:00,0.7389,Positive,2016-07,NEGATIVE,0.9955767393112183
619,We need Donald Trump for the presidency,2016-07-29 15:22:30+00:00,0.0,Neutral,2016-07,POSITIVE,0.9963417649269104
620,Nice,2016-07-29 15:20:24+00:00,0.4215,Positive,2016-07,POSITIVE,0.9977694749832153
621,"FULL FLEDGED LIAR JUST LIKE HIS WIFE SHE LIED ABOUT HER DEGREE SO HER WEBSITE WAS TAKEN DOWN.  THIS ENTIRE FAMILY VALUES PRINCIPLES AND FOUNDATION IS BUILT ON LIES.  THIS FIRST CLASS CLOWN WILL NOT WIN BECAUSE HE IS A LAST CLASS BUSINESS MAN WHO DOESN'T HAVE A CLUE.   THE PRESIDENT HAVE 7 ROLES.  HE MIGHT PULL THIS ONE OFF: 5. Legislative LeaderOnly Congress has the actual power to make laws, but the Constitution gives the president power to influence Congress in its lawmaking. Presidents may urge Congress to pass new laws or veto bills that they do not favor.Examples of Responsibilities:Inviting members of Congress to lunch in the White House-KNEE JERK RESPONSESigning a bill of Congress-KNEE JERK REPONSEMaking a speech in Congress-KNEE JERK RESPONSE",2016-07-29 15:05:54+00:00,-0.9553,Negative,2016-07,NEGATIVE,0.9988112449645996
622,Sickening,2016-07-29 14:49:59+00:00,-0.5267,Negative,2016-07,NEGATIVE,0.9976434111595154
623,Keep skipping the video and all I hear is how terrible America has gotten! LOL Just wasted 5 min of my precious time here... I am definitely with HER! Go Hillary!,2016-07-29 14:05:10+00:00,0.6714,Positive,2016-07,POSITIVE,0.9809143543243408
624,lol Oliver your funny considering this is the first time I've ever posted a comment,2016-07-29 13:05:17+00:00,0.6908,Positive,2016-07,POSITIVE,0.9974052309989929
625,"Wow, Trump is such a fucking idiot!",2016-07-29 12:18:14+00:00,0.1278,Positive,2016-07,NEGATIVE,0.9994646906852722
626,"Empty words & promises from Trump. No actual plans except for building a wall, exporting 11 million people out of the country, and banning everyone from a particular religion. Since he will not be appointed dictator, he would need the approval of the House and the Senate, which is not going to happen on any of these things. So, how will he accomplish them? He would have to appoint himself as dictator. Thank Mitch McConnell for recently pushing through the bill that enlarged the powers of Marshall Law. Why would he do that? Methinks McConnell doth protest too much about Trump's racism and other mouth-diarrhea.",2016-07-29 11:59:08+00:00,0.3094,Positive,2016-07,NEGATIVE,0.9994651675224304
627,I always feel so much better about the likes to dislikes ratio when i remember the majority of youtube users are outside the U.S,2016-07-29 11:33:41+00:00,0.507,Positive,2016-07,POSITIVE,0.9912882447242737
628,Watched the RNC and DNC it is cleared there are two different America.,2016-07-29 10:04:38+00:00,0.1027,Positive,2016-07,NEGATIVE,0.9963964819908142
629,why is there not one person of color? every single person there is white!,2016-07-29 09:52:55+00:00,0.0,Neutral,2016-07,NEGATIVE,0.998976469039917
630,What a man!!!! RESPECT! You inspire me! ITS WORLDWIDE HERE IN BULGARIA TRUMP FOREVER!!,2016-07-29 09:09:37+00:00,0.8658,Positive,2016-07,POSITIVE,0.9987000226974487
