,Comment,timestamp,sentiment,sentiment_label,year_month
1364,"maybe Donald Trump might have another way to be President do you remember what happen in 1824,",2016-10-11 18:20:08+00:00,0.0,Neutral,2016-10
1365,fuck you trump、I AM CHINESE!,2016-10-06 03:48:44+00:00,-0.5848,Negative,2016-10
1366,Welcome to 1933 Germany.,2016-09-29 21:12:23+00:00,0.4588,Positive,2016-09
1367,This Guy is a JOKE...,2016-09-29 20:25:43+00:00,0.4466,Positive,2016-09
1368,"very bad, so bad",2016-09-21 05:13:58+00:00,-0.8629,Negative,2016-09
1369,Looks like a Klan Meeting,2016-08-11 08:56:38+00:00,0.3612,Positive,2016-08
1370,He is Such A Narcist. Another Kim jung Ul.,2016-08-11 06:04:15+00:00,0.0,Neutral,2016-08
1371,"Here we go again with his so-called ""law and order.""",2016-08-11 02:30:32+00:00,0.0,Neutral,2016-08
1372,"Donald Trump doesn't even want to be president. he was just doing this to see how far he can go. he never thought that people would be stupid enough to vote for him, or that the GOP would be stupid enough to nominate him. now he is trying to find a way to get out of it. even members of the GOP are admitting that he will jeopardize the security of our nation if he were to be president. some GOP senators are openly admitting they will vote for Hillary. Hillary is a shoe in to be our next president. she might as well take it easy. she may need her strength when she becomes our next president, she has my vote already, it is a toss up between green party candidate jill stein and Hillary for my vote, actually.",2016-08-09 21:36:34+00:00,0.646,Positive,2016-08
1373,sickening,2016-08-09 18:36:57+00:00,-0.5267,Negative,2016-08
1374,Black Lies Matter!,2016-08-09 04:48:06+00:00,-0.4574,Negative,2016-08
1375,ALL HE DOES IS COMPLAING AND COMPLAING BUT HE DOES SAID WHAT WILL HE DO !!!!  ANY ONE CAN COMPLAINT,2016-08-08 19:25:08+00:00,-0.7242,Negative,2016-08
1377,Why is he moving his mouth so strangely when talking?,2016-08-08 18:05:37+00:00,-0.4341,Negative,2016-08
1378,CREATING HATE AMONG AMERICANS BOTH ARE ZIONIST SOCK PUPPETS WHO WILL BARK WHEN ISRAEL AND THE ZIONIST TELL THEM TO..,2016-08-08 17:20:42+00:00,-0.3612,Negative,2016-08
1379,Trump looks like an Orwellian Pig,2016-08-08 15:23:25+00:00,0.3612,Positive,2016-08
1380,Loser loser loser loser loser loser loser!!!!!,2016-08-08 12:25:03+00:00,-0.9775,Negative,2016-08
1382,"Can somebody put in a time stamp of where he says ""I alone can fix this. So i can see what Hilary is talking about or see if she is lying again",2016-08-08 08:04:23+00:00,-0.6597,Negative,2016-08
1383,"The idiots who  choose to listen to this clown  are deluded. Do you really want this  stupid  pathetic man running your country, Taking more of your tax money ?. This idiot will take you to war. Your soldiers and ours from the UK will have to clean up the mess he creates. Why should your troops and ours have to AGAIN. Your troops and the troops from the UK had to clean up Bush's mess.. Please DO NOT VOTE THIS IDIOT IN. The Idiot will cause ww3",2016-08-08 01:18:12+00:00,-0.9661,Negative,2016-08
1384,shit eating ass grin,2016-08-08 01:15:04+00:00,-0.6124,Negative,2016-08
1385,how can a person know how they are going to fix something before they get to it stop bitching that he hasnt given a plan because things change daily and a plan today may not work tomorow.,2016-08-07 22:35:23+00:00,-0.5106,Negative,2016-08
1386,"Good luck America , you're fucked if he wins!!!",2016-08-07 21:02:43+00:00,0.7249,Positive,2016-08
1387,I think or hope that someone has already said the following.....Donald Trump makes Sarah Palin look like a goddamn genius. HAHAHAHA,2016-08-07 20:52:29+00:00,0.3182,Positive,2016-08
1388,The American PINOCCIO Trump is the dumbest billionair worldwide,2016-08-07 20:47:50+00:00,-0.5106,Negative,2016-08
1389,when he talks about purging the mexicans it reminds me of a certain german who wrote a book called 'my struggle' ;/,2016-08-07 18:51:19+00:00,-0.0516,Negative,2016-08
1390,"I am from the trenches of Chicago, experience many awful things while growing up. I don't like Trump because of the things he has said in the past. However i am very interested on what he will do for us since Obama never did anything to decrease the crimes. I do know that kids in Chicago need jobs and better education. Lack of employment is one of many reasons why young men are very frustrated and turn to drugs, gangs and violance.",2016-08-07 01:43:16+00:00,-0.5439,Negative,2016-08
1391,"lol trump was at a speech n a baby was crying. n he said 'I love babies, jk get IT outa here'
I hope all u fuckers who have or families have kids n trump says the same thing to ur little shits.
dump the trump in the trunk
dump the trump in the trunk
dump the trump in the trunk
dump the trump in the trunk
dump the trump in the trunk
dump thedump the trump in the trunk
 trump in the trunk
dump the trump in the trunk
dump the trump in the trunk
dump the trump in the trunkdump the trump in the trunkdump the trump in the trunkdump the trump in the trunkdump the trump in the trunk
dump the trump in the trunk
dump the trump in the trunk",2016-08-07 00:43:31+00:00,-0.973,Negative,2016-08
1392,"Trump is a lying loser. I cannot believe his followers insist on following losers like Chump and Palin and want to lose again or that they try to threaten the principles of a real man of integrity like Ryan. What complete fucking losers. Lyin' Donald's voice alone, makes me sick as shit.",2016-08-06 06:18:18+00:00,-0.9647,Negative,2016-08
1393,"4:13 ""Crime and violence..will soon come to end"".  A great crowd pleaser, but a frankly ridiculous claim, which Trump TOTALLY fails to explain HOW how it will be achieved.   Typical Trump: big claims, NO SUBSTANCE...just empty waffle",2016-08-06 01:51:28+00:00,-0.8847,Negative,2016-08
1394,"ица
вот вчем раз е хилар а США тут говорят хоть",2016-08-05 23:23:48+00:00,0.0,Neutral,2016-08
1395,https://www.change.org/p/democratic-national-committee-diagnose-bass-boxer-and-pelosi?recruiter=73700165&utm_source=petitions_show_components_action_panel_wrapper&utm_medium=copylink,2016-08-05 20:09:19+00:00,0.0,Neutral,2016-08
1396,I knew there were idiots out there. But didn't know there were this many idiots (trump supporters). Lol jk I hate politics....not sure why I'm here listening.,2016-08-05 19:54:26+00:00,0.7783,Positive,2016-08
1397,"Donald Trump reminds me of of Greg Stillson (Martin Sheen)  in ""The Dead Zone (1989)""",2016-08-05 16:29:41+00:00,-0.6486,Negative,2016-08
1398,Americans going to be flocks with out shepherd. May God protect America.,2016-08-05 15:48:16+00:00,0.5719,Positive,2016-08
1400,"Trump will not have a problem beating Hillary. She is not mentally or physically up to the task of even a debate due to her health. Who leaves the stage during a debate? Hillary still has health issues because of the injury to her brain during her fainting spell. Having said that, I support Trump/Pence because I think he will to the most for our Country and it's people.",2016-08-05 14:15:30+00:00,-0.2124,Negative,2016-08
1401,"save us all, if this guy becomes the president...",2016-08-05 12:27:18+00:00,0.4939,Positive,2016-08
1402,"Trump secures the election for Hillary everytime he opens his mouth its hilarious. ""We are a team"" Lol who's ""we?""  Is that why the GOP is as divided as its ever been? Slogans and Fear mongering is all Trump offers.",2016-08-04 20:41:14+00:00,0.4871,Positive,2016-08
1403,"Dear Americans. I really dont hope you believe a second of what is being told in this video? Trump have absolutely no idea what he talk about, and like he would say "" THATS A FACT"" and  Hillary isn't better she is just a big deceiver,,, basically you Americans are fu**ked :-p Good luck and best regards from Denmark, EU",2016-08-04 18:52:56+00:00,0.8784,Positive,2016-08
1404,this crowd represents the best of america,2016-08-04 16:30:48+00:00,0.6369,Positive,2016-08
1405,dont hate trump hes awesome,2016-08-04 14:01:38+00:00,0.7963,Positive,2016-08
1406,World (and Youtube fuckers) GET READY TO GET RAPED!!!!!,2016-08-04 12:30:36+00:00,-0.8469,Negative,2016-08
1407,Vote for Gary Johnson he is 100x better than this fucker!!!,2016-08-04 10:26:12+00:00,-0.5067,Negative,2016-08
1408,All I heard this entire speech was fear mongering.,2016-08-04 09:47:45+00:00,-0.6124,Negative,2016-08
1409,was his speech writen by a high schooler? lmfao! he proposes no real solutions this man!...,2016-08-04 08:51:05+00:00,0.3326,Positive,2016-08
1410,"Well, if Trump is for real then Hillary is going to be in very big trouble. I can see Trump bringing up criminal charges on her big-time. The USA has been terrorized by Obama's bad dream ideas for America ever since he took office. I can only pray we can fix all the damages he has caused. We need to protect our country & citizens better and start up holding the laws that our current government has not been enforcing under Obama. We need more jobs & more affordable housing. We need affordable education and lower taxes.  A lowering of company industry regulation would also encourage and bring companies back to America again. This would also help our oil, gas, steel, lead, & coal industries. One thing for sure we do not need people who wish to destroy our constitutional rights to own firearms. An person or party who go's against the people's right to protect themselves has no place in a free peoples society. I wish Mr. Trump the best of luck. God Bless the USA!",2016-08-04 07:31:38+00:00,0.9404,Positive,2016-08
1411,"This guy wants to be friends with Putin. That's what he considers to be safe?! And, no. I don't want him any where near any kind of buttons. Let's just cut our losses and stay with four more years of the status quote. At least we'll all still be alive.",2016-08-04 03:08:41+00:00,0.5954,Positive,2016-08
1412,"This is a great speech, but lacking any social conservatism, fiscal conservatism and foreign policy specifics. Trump is still a liberal Democrat. CRUZ 2020!",2016-08-04 00:04:56+00:00,0.4295,Positive,2016-08
1413,Btw for any of you dumb fucks who like trump anyone who u fucking like or know that isn't white he will force u to move or kill you,2016-08-03 22:11:43+00:00,-0.7787,Negative,2016-08
1414,"I watched both of their speeches,  My take on it is that the Donald wants to be King of the world, POWER is what he wants.  Doesn't have enough with his multi-million/billion corporation.  I told my mom (staunch republican) early on, that if Trump wins, I'm moving to Mexico.  I thought he was a joke, unfortunately, I was correct and wrong at the same time. Mom asked me the other day, ""So if Trump wins, are you still moving out of the country?""   I said to her, "" If he wins, there will be no safe place on the planet.""  Please, everybody, listen to what is being said, do you want unity, or just want to hate every one who is not like you?
Let's choose unity instead of division, Love over hate.",2016-08-03 20:55:37+00:00,0.6535,Positive,2016-08
1415,this guy is so full of shit it's hilarious. 😂😂😂😂    and all u retards supporting him are fuckin idiots. WOW!!!,2016-08-03 19:33:45+00:00,0.9585,Positive,2016-08
1416,"You really don't have to be that smart. Just listen to him. Really think about the words he's saying, and you'll realize he's not really saying ANYTHING. Opinions stated as facts, statistics with no real solid evidence or numbers behind them are taken out of context to change their entire meaning. There is very little content or weight behind what he says. So much fear mongering with ""threats to our way of life"" and ""terrorism"" and ""communism"". It's honestly insane anyone could take away any solid message from him. He really is just filling the empty spaces in these people's head with complete nonsense and they just eat it up and ask for more.",2016-08-03 11:46:32+00:00,-0.9381,Negative,2016-08
1417,"Trump represents everything that is Anti American. He is a buffoon. He blames minorities for the worlds problems. He blames the chaos and violence by minorities, just like Hitler. He is preying on peoples hate and insecurities based on ethnicity. He is a master at rooting conspiracy theories in the minds of millions. Trump is not a business man. He is a con artist and a bully. The entire aesthetic nature of this speech is very authoritarian and dictatorship-like.  Trump IS the 21st century Hitler.",2016-08-03 06:37:08+00:00,-0.9814,Negative,2016-08
1418,"Donald trump is a mindblowing moron..lol..omfg..smfh..

lets make america great again he says. oh like when it actually belonged to the indigenous people that were here b4 a white man stole their land & killed them off? ......yeaa Native Americans would agree that America was great! =)",2016-08-03 06:21:19+00:00,0.9041,Positive,2016-08
1419,HILLARY KICK TRUMP RUMP,2016-08-02 22:27:25+00:00,0.0,Neutral,2016-08
1420,"He's a trust fund baby, not a business man. The DOW JONES STOCK EXCHANGE has increased more than Trump's wealth.",2016-08-02 22:23:30+00:00,0.8344,Positive,2016-08
1421,TRUMP...YOUR A TOTAL SCUMBAG. YOU WILL NEVER BE OUR PRESIDENT!!!,2016-08-02 21:19:58+00:00,-0.7483,Negative,2016-08
1422,"This man is a pathological egomaniac. why do so many people not realise, he never represents them, but only himself. he is dangerous for the whole world?",2016-08-02 20:57:02+00:00,-0.631,Negative,2016-08
1423,"Top 25 reasons why people support Donald Trump. 1. I don't know... 2. He's white. 3. Trump is rich and ""successful."" 4. He's the only Republican candidate left. 5. His wife Melania is hot! 6. He wants to build a wall. 7. ""He's a funny insulter."" 8. He's kicking inmigrants out. 9. Trump's hair is ""cute""  10. ""He must be saying the truth because he's not politically correct. 11. He's not a politician and we don't like politicians. 12. ""Trump will take back our jobs from China and Mexico."" 13. His daughter Ivanka is hot! 14. We need a successful bussiness man to run the country. 15. His son Junior is good looking. 16. ""Trump is one of us though he's billions of dollars richer.""  17. ""We like his roughness, he comes on 'strong'."" 18. ""We just can't vote for a woman okay?"" 19. He's self funded so he doesn't take donations. 20. A Trump presidency would be ""classy"".  21. He can defeat ISIS by banning all Muslims. 22. ""Trump can fix it, he's a builder."" 23. He's a reality TV star. 24. ""He could make America great."" 25. ""We don't care what they say about him we just love him okay?""",2016-08-02 20:37:41+00:00,0.9907,Positive,2016-08
1424,"donald is love, donald is life",2016-08-02 16:58:09+00:00,0.6369,Positive,2016-08
1425,"MAGA2016!

Killary for prison 2016",2016-08-02 11:06:57+00:00,-0.5562,Negative,2016-08
1426,I see YouTube is programming the negative responses against Trump on all his videos. The mainstream media is so dishonest they are paying people to blog against him. Wow. Get out and vote for TRUMP in November. He is our only hope for America.,2016-08-02 10:54:39+00:00,-0.4101,Negative,2016-08
1427,"DONALD TRUMP HAS OLD TIMERS DISEASE BEING HE TALKS SMACK ABOUT ALL HIGH ARKIE GOVERNMENT OFFICIALS SUCH AS HILARY CLINTON, FEDERAL JUDGE Gonzalo Curiel, PLUS TRUMP MAKES FUN OF THE DISABILITY STARTING WITH The GOP candidate performed an unflattering impression of Serge Kovaleski, who suffers from a congenital joint condition, STOP AND ASK YOURSELF WHAT HAS DONALD TRUMP DONE TO PERTICIPATE IN HELPING IN GOVERNMENT OFFICE TRAVELING TO OTHER COUNTRIES SPEAKING TO POLITICAL LEADERS FROM OTHER COUNTRIES SPREADING PEACE, NONE THAT I NO OF, DONALD TRUMP IS REAL GOOD FOR PICKING ON HIGH END GOVERNMENT OFFICIALS THAT'S IT PERIOD, DO YOU REALLY WANT A PRESIDENT LIKE HIM, THINK ABOUT THAT FOR A MINUTE, IF DONALD TRUMP WAS TO BE ELECTED PRESIDENT THEN YES WE WOULD BE GOING TO WAR FOR SURE, THE 1ST MINUTE DONALD TRUMP GETS INTO OFFICE THEN HE WOULD TELL ALL MILITARY PERSONAL TO PUSH ALL NUCLEAR WEAPON BUTTONS AND SO THEIR YOU HAVE IT, THIS IS WHAT THE BIBLE TRULY BRINGS OUT, THIS IS THE ANTI CRIST HE IS THE DEVIL IN DISGUISE, HE MAKES IT SEEM LIKE HE IS FOR THE MIDDLE CLASS AND HE IS ON OUR SIDE, WHEN IN FACT DONALD TRUMP IS ALL ABOUT GETTING INTO PRESIDENT OFFICE ONLY TO FILE FOR BANKRUMPSY THE 1ST DAY, IS THIS WHO YOU WANT TO RUN OUR COUNTRY, ( THE ONLY JERK OFF HERE IS TRULY DONALD TRUMP HE EATS TO MUCH OF GUYS RUMP & HE TAKES LESSONS FROM RONALD MCDONALD ) HE TRULY IS A CLOWN & TAKES LESSONS FROM A CLOWN PERIOD.",2016-08-02 09:37:11+00:00,0.961,Positive,2016-08
1428,"Donald Trump draft deferments: Three for being a coward, and one for a bad attitude.",2016-08-02 06:24:11+00:00,-0.7579,Negative,2016-08
1429,GOD'S APPOINTED.   WITH HIS GRACE  PROVISION AND PROTECTION.,2016-08-02 04:58:07+00:00,0.4215,Positive,2016-08
1430,HOW CAN ANYONE VOTE FOR THAT LYING SCUMBAG CROOKED HILLARY? TRUMP IS THE BESTTTTTTTTTTTT!!!!!!!!!!,2016-08-02 03:42:35+00:00,-0.8679,Negative,2016-08
1431,"Depending on the relative humidity, 6-10 men have to ejaculate on Trump's hair for him to be able to style it like that.  It's very expensive, but obviously worth every drop.",2016-08-02 01:11:03+00:00,0.1154,Positive,2016-08
1432,"You think lightweight, but he is not even that. He is just spreading fear and riding it's trail. He talks of crime and violence, but it is his financial backers, the NRA, who are most responsible for the highest murder rate in the World through the use of high powered weapons. His loss of momentum in this speech to the party faithful is a concern, because if you lose own in a key note speech, how are you going to convince those who would oppose you ?",2016-08-02 00:51:47+00:00,-0.9695,Negative,2016-08
1433,"How can you deport immigrants when legally none of us belong here ?? Plus your married to an immigrant and your mother is also a immigrant which means your one as well .. This guy is a joke , I don't believe anything he says .. How can you run a country when you can even run a business or keep up with your marriage lol .. This guy is really entertaining. If he wins we all will suffer and all you supporters will feel stupid in the end .. We're gonna go thru the same thing like when Bush Jr. Was in office , war war war !",2016-08-01 22:16:37+00:00,-0.3525,Negative,2016-08
1435,"It's ironic that he talks about Americans enduring international humiliation(12:12), when him running, and potentially leading, for President is one of the biggest international jokes for other countries. Like seriously America? -From a Canadian",2016-08-01 20:44:49+00:00,0.3182,Positive,2016-08
1436,"The Democraps and Repooplicans! All bad news! Don't believe a word either of these two candidates. lying cunning , disqualified  both of them! We're screwed big time!",2016-08-01 15:00:34+00:00,-0.9333,Negative,2016-08
1437,He sounds drunk.,2016-08-01 10:52:45+00:00,-0.34,Negative,2016-08
1438,"people think this guy is bad for the rnc they forget that the alternative in the rnc was ted cruz who is far far more right wing than trump but without the charisma and vision! you really think cruz had a chance against hillary? did he fuck! this is the only man who can stop the march of corprate driven socialism that has destroyed us for the last 10 years, why dont people get that?",2016-08-01 08:50:52+00:00,-0.9099,Negative,2016-08
1440,Damn!!! Seems like he wants to win based on creating fear and hatred in the people. And seems like he wants the Americans to blindly trust him and believe that only he can 'save' them. People are really falling for his crap -.- My head hurts from watching this speech and I feel crappy (and I'm not even American).,2016-08-01 08:15:00+00:00,-0.6877,Negative,2016-08
1441,i think Trump guy is so cute..so .American people should vote him..,2016-08-01 08:14:22+00:00,0.0,Neutral,2016-08
1442,I have never heard a more hateful address in my 72 years on this earth and in this country;I    have not heard how this candidate plans to repair all that he precedes as wrong;   or how he wished to address guns and jow he is going to remove the threat GUNS  OR WORK WITH PEOPLE   OR IMMAGRATION. ALL H TALKS ABOUT IS BUILDING A WALL .... WHO ARE YOU GOING TO EMPLOY TO BUILD A WALL? MEXICANS OR AMERICANS .... BECAREFUL HOW YOU ANSWER THAT QUESTION! to also need to go back to school and get your  figures fact checked before you release them!,2016-08-01 04:51:41+00:00,-0.8904,Negative,2016-08
1443,5 minutes in and I had to stop watching his terribly annoying worthless speech.,2016-08-01 04:25:08+00:00,-0.886,Negative,2016-08
1444,It won't  be long now until America is back on the right track!!!! Go Trump!,2016-08-01 03:46:27+00:00,0.0,Neutral,2016-08
1445,I understand many voters don't agree with everything he says including me but you have to support him against the most corrupt person in politics. Just think who will respect our nation with her as the face of it?,2016-08-01 02:30:25+00:00,0.7989,Positive,2016-08
1446,One guy at RNC: 8 hundred billion! man! I do really think on that!!!... and even I dont know how is it bad!!! but boooo.,2016-08-01 01:31:08+00:00,-0.5296,Negative,2016-08
1447,I wouldn't trust Hillary Clinton with doing laundry.,2016-08-01 01:30:21+00:00,-0.4023,Negative,2016-08
1448,Kyle sorry... it could get worse.  Trump has spent his entire business life walking across the backs of the working classes - screwing his investors - committing adultery (??) many more man times than even Billy-boy Clinton.  And giving this pre-Alzheimer's billionaire air-time for his looney talking points is unconscionable.,2016-08-01 01:15:51+00:00,-0.4871,Negative,2016-08
1449,"This man is talented at promoting hate, fear and negative thinking. he is annoying as well.",2016-08-01 00:59:48+00:00,-0.7506,Negative,2016-08
1450,"Trump is our Reagan!!!
Out with the limp dicks and Wall Street big shots.",2016-08-01 00:02:17+00:00,0.0,Neutral,2016-08
1451,Why does he keep turning to the side? Is he trying to get his face on a coin? That coin will be so worthless very soon.,2016-07-31 21:05:01+00:00,-0.625,Negative,2016-07
1452,"Trump is our only chance for a start back in the right direction, I would take him 50 times over Clinton. Sanders is a decent democrat. Clinton is a bad representative for our Nation, in any capacity. 

Give up on the racism argument, that is what the media keeps deafening our citizens with.",2016-07-31 20:34:12+00:00,-0.8834,Negative,2016-07
1453,This guys speaks STUPID and that is why he appeal to STUPID people.  If you have enough STUPID people's attention you may actually win the election.   I think this is one of the dangerous  flaws of democracy.,2016-07-31 19:58:27+00:00,-0.9135,Negative,2016-07
1455,"1. He sounds drunk. 2. How can we be sure his data/stats is correct when he is ranting that way....screaming almost?  3. He talks about immigrants as if they were the boogeymen. 4. He needs to see Hans Rosling on ""how not to be ignorant about the world"". 5. In conclusion, he is proof that something is wrong with our political system. HOW has he gotten to this point??? 6. Who are all these people who support him. 7. This is scary.",2016-07-31 18:49:13+00:00,-0.5921,Negative,2016-07
1456,"See, he knows that you can throw around money to get anything you want. The fact that he supports a minimum wage increase is rather interesting, though.",2016-07-31 18:42:32+00:00,0.7783,Positive,2016-07
1457,I lasted less than 2 cringe worthy minutes.,2016-07-31 18:39:42+00:00,0.4404,Positive,2016-07
1459,"Interestingly, I swich to the DNC videos, the comments are disabled.",2016-07-31 17:49:47+00:00,0.4019,Positive,2016-07
1460,American people you say? you have divided the Americans you asshole!,2016-07-31 17:20:36+00:00,0.0,Neutral,2016-07
1461,if you guys vote for Donald trump YOU GUYS CAN GO HELL!!!!,2016-07-31 17:05:57+00:00,-0.8177,Negative,2016-07
1462,"its funny how this convention is in Cleveland and Trump is a racist. If Lebron says he is voting for Hillary, this whole speech is for nothing.",2016-07-31 14:11:16+00:00,-0.2732,Negative,2016-07
1463,1h 15 min of WTF?,2016-07-31 13:36:58+00:00,-0.6739,Negative,2016-07
1464,How can you NOT like this?!!!,2016-07-31 12:54:31+00:00,-0.4563,Negative,2016-07
1465,After watching Trump's speech all I can say is 'Wow! He really does have small hands!',2016-07-31 10:16:19+00:00,0.658,Positive,2016-07
1466,"I am islamophobic, the reason is simple, I read the Qruan. 
I never believed in what is written in that book. 
I am also Christianophobic, the reason is simple, I read the Bible.
I never believed in what is written in that book. 

The truth is that if you take the time to read those religious bestsellers you realise that the message is similar, 
they make the apology of hatred and both dare to say that you shouldn't kill while telling you to kill, 
either the Jews for a book or the person who works on the sunday for the other. 
One is Hitler, the other is just dumb. Both are wrong and deliver no message of peace what so ever. 

Religion caused every war in this world and if you need to count how many deaths happened due to a religion or another to assert that one religion is better than another the cult of the giant invisible pink unicorn never caused any death. 

I am Atheist, I refuse to being associated with an ideology that can't be proven neither right nor wrong but rather prefer to admit that I cannot possibly know if a god exists and I do not care if they do exist or not. 
What I do know for a fact, however, is that those religious books, depict the same inhuman behaviors against people not believing in them. 

How can I do that, you ask ?
Simple enough, I took the time to read their book. 
And what I saw is beyond belief and can only be depicted by the words ""Unfounded hatred"". 

If you are Muslim, do not mind this comment, I do not know, I'm just a misbeliever and am not bless with the knowledge of the one and only god. 
If you are Jew, do not mind this comment, I am not Jew. 
If you are one of the multiple segment of what is called a christian, do not mind this comment, I do not believe in your very interpretation, amongst the thousand there is, of christianity, despite, I don't stone my slaves so you shouldn't talk to me.

If you are believing in another religion, congratulations, you made your way to the end of the comment and probably do not care whether I believe or not in your god or gods, do not mind this comment (as you wont).",2016-07-31 09:41:01+00:00,-0.8894,Negative,2016-07
1467,hahaha what a tough crowd!!!!! Even they don't like you Donald,2016-07-31 08:10:39+00:00,0.4867,Positive,2016-07
1469,"59:38.... uncomfortable moment. It feels like there should have been a large cheer there but, instead, silence.",2016-07-31 07:43:52+00:00,0.2732,Positive,2016-07
1471,The FBI Director better start packing his bags!  What a dirty guy!,2016-07-31 05:03:35+00:00,0.0,Neutral,2016-07
1472,Deut. 18:20-22,2016-07-31 04:25:41+00:00,0.0,Neutral,2016-07
1473,As Obama said... don't boo at Trump... GO OUT AND VOTE!,2016-07-31 03:24:03+00:00,0.0,Neutral,2016-07
1474,"This is the best thing ever its real real huge!, Is the cheering muted! Why did Republicans not show up? Are these facts true? Did he really take companies over and can workers!",2016-07-31 03:18:02+00:00,0.9305,Positive,2016-07
1475,"as a native american,  i must say i  love this white boy. and his running mate. mr. pence i like what he has to say. its about dam time someone says something good about our country,",2016-07-31 02:24:13+00:00,0.8625,Positive,2016-07
1476,GOD JESUS BLESS AMERICA FOR MANY MANY YEARS TO COME!!,2016-07-31 02:03:03+00:00,0.6688,Positive,2016-07
1479,Trump has some proposals I think are nice but how on earth are we going to massively reduce taxes while massively increasing spending on military rebuilding while decreasing the national deficit?,2016-07-31 01:50:15+00:00,-0.3919,Negative,2016-07
1480,this election is like asking someone would you rather have HIV  or Cancer,2016-07-31 00:01:54+00:00,-0.4404,Negative,2016-07
1481,"We're already taking a major hit internationally thanks to this little fuck, and we'll lose even more stature among nations when they see that over 1/3 of us have voted for a FASCIST TRAITOR.",2016-07-30 23:49:06+00:00,-0.795,Negative,2016-07
1482,When will the 1st fucking debate start with Hillary and Trump please?,2016-07-30 23:43:58+00:00,0.3182,Positive,2016-07
1483,He's the worse public speaker in US history and the speech is about as deep as a sheet of paper. Peddling fear fear fear fear fear fear fear fear fear fear fear fear while VIOLENCE & MURDERS ARE AT AN ALL TIME LOW in America and i'm sure he will manage to scare the bejesus out of all you brain dead Trumpites.,2016-07-30 22:52:37+00:00,-0.9958,Negative,2016-07
1484,This speech is going to give me nightmares :o,2016-07-30 22:21:44+00:00,-0.1027,Negative,2016-07
1485,is there an online poll we can all vote to see if this great racist will actually win?,2016-07-30 20:51:51+00:00,0.6883,Positive,2016-07
1486,I am never ever voting for you!,2016-07-30 19:50:15+00:00,0.0,Neutral,2016-07
1487,"Did Trump just blame ISIS on Hillary???
this is the funniest thing ever!!!!!!
And things are not worst than they have ever been. World war 1 and 2 anyone remember that?",2016-07-30 19:25:52+00:00,0.575,Positive,2016-07
1488,"I may not be a Trump supporter, but I do respect the way he addressed issues such as the shooting in Orlanda in this speech... Although he specified the LGBTQ community as the target group, he began by referring to the victims as Americans. As for the violence in rough communities, he used the more unified term Americans as well for the young citizens and the law enforcement officers who have been unlawfully shot and killed. If I can be grateful for nothing else, I can respect the fact that his language was that of a man who wants unity - not division - among the people of  this country.",2016-07-30 19:01:58+00:00,0.5407,Positive,2016-07
1489,"fuck, this was probably one of the longest and most negative speeches i ever heard",2016-07-30 18:53:42+00:00,-0.8173,Negative,2016-07
1490,Yes we can't afford to be politically correct anymore! Truth! Say it like u mean it! Love it!,2016-07-30 17:53:07+00:00,0.9164,Positive,2016-07
1491,"If Trump is elected, he will make the Apprentice theme song a national anthem.",2016-07-30 17:47:59+00:00,0.0,Neutral,2016-07
1492,NAFTA I believe was started by George Bush a Republican.,2016-07-30 17:40:28+00:00,0.0,Neutral,2016-07
1493,"These are the facts if we want a president that speaks for the people lets elect someone who seems like a normal person, this guy is just weird",2016-07-30 16:54:36+00:00,0.2732,Positive,2016-07
1494,GO TRUMP YOU ARE THE CHOSEN GOLDEN CHILD..USA and the World Needs you....,2016-07-30 16:37:08+00:00,0.0,Neutral,2016-07
1495,I thought it was  wrestling chanting usa usa usa........,2016-07-30 15:52:55+00:00,0.0,Neutral,2016-07
1496,"at this point in life, i realised that being canadian i better than being ameican",2016-07-30 14:40:59+00:00,0.4404,Positive,2016-07
1497,trump for president 2016 go,2016-07-30 14:23:39+00:00,0.0,Neutral,2016-07
1498,"so sad, the Man mistakenly took Hillary & the American people as an APPRENTICE !!!",2016-07-30 13:56:58+00:00,-0.7557,Negative,2016-07
1499,"what a greedy arrogant pig! He continues to state what's wrong with America, but has never explained how he plans to solve these issues. Build a wall he says, but how affordable is it? where will the money come from? Temporary ban on muslims he says! What will be the impact on foreign allies? How will he ensure his plan is not divisive? Has he explained any of this! He manipulates the truth! Funny thing he's popularity is with the working class, the very same people he would screw if he becomes president. He's selling his presidency based on fear and manipulation! How will he add millions for new jobs.. which sectors will invest in..? Simple economics tells me - cutting immigration would reduce the economic benefits America earns from contribution in taxes from working migrants and cheap labour! Tax contributions from migrants will have to be  replaced with higher taxes and cheap labour will lead to the cost of living rising. all of this will be at the detriment of the working class!",2016-07-30 11:06:53+00:00,0.6031,Positive,2016-07
1500,fuck trump,2016-07-30 10:23:20+00:00,-0.5423,Negative,2016-07
1501,I'm from Canada listening to a Trump speech for the first time so I can understand why Americans like him so much. I don't understand what he says that catch ppls attention. How is he single handedly turning America racist? Is it because he's funny?,2016-07-30 09:17:21+00:00,0.1926,Positive,2016-07
1502,"Dear God! Please keep this egomaniac, narcissistic, sociopathic, misogynistic, chauvinistic bully out of public office and out of the White House and away from nuclear codes. In Jesus precious and Holy name I pray. AMEN

Translation for Trump supporters, Dear God! Trump is a bad bad man.  Don't let him hurt our country.  In Jesus name Amen.",2016-07-30 08:25:12+00:00,0.8948,Positive,2016-07
